period_days,duration_hours,depth_ppm,prad_re,teff_k,logg_cgs,srad_rsun,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec
1.5492212,2.287,1420.0,6.80431,8364.0,4.25,1.78,0.0,0.0,0.0,0.0
1.921036,3.214,1238.5,3.52,5060.0,4.56,0.82,0.0,0.0,0.0,0.0
1.227961,1.69,2260.0,3.96,4508.0,4.411,1.028,0.0,0.0,0.0,0.0
21.4003129,5.3847459,960.7539877,3.0010426,5560.26,4.438,0.962324,0.0,0.0,0.0,0.0
6.0988471,5.408818,8857.7284148,24.9943945,7023.2,4.11,1.82219,0.0,0.0,0.0,0.0
371.4589776,10.0734,456.6,2.22,6388.0,4.427,1.033,1.0,0.0,0.0,0.0
2.8406462,2.7440612,57872.8336091,24.2892126,4389.0,4.24954,1.02903,0.0,0.0,0.0,0.0
13.524,3.214,1238.5,3.96,5531.0,4.50446,0.913819,0.0,0.0,0.0,0.0
129.847318,13.057,198.4,1.45,6133.0,4.427,1.032,0.0,0.0,0.0,0.0
1.7126115,3.128,340.0,2.01928,5932.2,4.48,1.0,0.0,0.0,0.0,0.0
1.303576682,1.021,245.5,1.51,6045.0,4.494,0.955,0.0,0.0,1.0,0.0
0.898312,3.214,1238.5,32.0,5718.0,4.411,0.79,0.0,0.0,0.0,0.0
3.6720231,3.064,15619.0,14.495,6158.0,4.32,1.23,0.0,0.0,0.0,0.0
2.75505467,3.426,85.5,1.74,6257.0,4.063,1.748,0.0,0.0,1.0,0.0
8.30792,3.228,8350.0,43.1068,9081.0,3.83,3.05,0.0,0.0,0.0,0.0
13.19322809,5.0036,585.7,2.94,5946.0,4.309,1.223,0.0,0.0,0.0,0.0
0.6646521,1.272,7197.0,9.44803,6256.0,4.55,0.97,0.0,0.0,0.0,0.0
28.46464804,2.6657,1629.8,1.87,3789.0,4.781,0.46,0.0,0.0,0.0,0.0
3.905081685,2.8213,21340.0,12.78,5543.0,4.54,0.887,0.0,0.0,0.0,0.0
5.8365098,2.67,13400.0,4.214299,3396.0,4.91468,0.334,0.0,0.0,0.0,0.0
4.1645448,1.5725422,2612.2397484,1.9881393,3521.0,4.8805,0.343358,0.0,0.0,0.0,0.0
0.895277575,2.711,534.5,9.27,8040.0,3.707,3.325,0.0,1.0,1.0,1.0
0.4246068,0.486,1952.0,5.92869,5576.0,4.54,0.88,0.0,0.0,0.0,0.0
2.0180196,1.967,15190.0,12.168,5544.0,4.47,0.96,0.0,0.0,0.0,0.0
4.0664446,1.712,19740.0,12.1827,5421.0,4.54,0.86,0.0,0.0,0.0,0.0
1.14073528,2.394,13.5,0.68,8847.0,4.2,1.685,0.0,1.0,1.0,0.0
0.581322,1.3261177,3206.6010016,2.2014886,3446.0,4.83941,0.38621,0.0,0.0,0.0,0.0
0.93374635,3.074,34.3,0.63,5593.0,4.349,1.094,0.0,0.0,1.0,1.0
4.6351977,3.856,11113.0,15.825,5691.0,4.05,1.57,0.0,0.0,0.0,0.0
2.790825,3.214,1238.5,3.96,6566.0,4.24,1.428,0.0,0.0,0.0,0.0
16.48686712,1.431,987.9,27.45,6090.0,4.447,1.071,0.0,0.0,0.0,0.0
4.3888516,3.0184015,24964.547823,13.8994523,5175.0,4.46488,0.877856,0.0,0.0,0.0,0.0
0.2358684,3.214,1238.5,6.1,5718.0,4.411,1.792,0.0,0.0,0.0,0.0
3.1474843,0.913,5640.0,12.7493,5102.2,4.68,0.7,0.0,0.0,0.0,0.0
3.553831111,3.1029,191.8,1.62,6015.0,4.37,1.081,0.0,0.0,0.0,0.0
12.00089667,3.266,420.7,1.47,5195.0,4.598,0.69,0.0,0.0,0.0,0.0
1.0358225,1.191,6610.0,10.1292,6180.0,4.4,1.14,0.0,0.0,0.0,0.0
2.237180102,1.4734,493.8,1.75,5080.0,4.538,0.793,0.0,0.0,1.0,0.0
15.3058859,3.463,6498.0,13.4962,6803.6,4.12,1.75,0.0,0.0,0.0,0.0
8.3092965,2.201,17010.0,14.2736,4801.3,4.411,0.85,0.0,0.0,0.0,0.0
5.8365098,3.214,1238.5,57.0,5718.0,4.411,1.532,0.0,0.0,0.0,0.0
0.91849333,2.399,58.7,0.93,6469.0,4.385,1.193,1.0,0.0,0.0,1.0
1.585673651,3.20763,44116.0,50.53,6117.0,4.457,1.025,0.0,1.0,1.0,0.0
22.6384642,4.988,4982.0,28.0326,9511.0,4.05,2.42,0.0,0.0,0.0,0.0
25.86125,3.214,1238.5,2.2,3653.0,4.7972,0.432453,0.0,0.0,0.0,0.0
2.380862632,4.20416,32634.0,21.65,5821.0,4.297,1.129,0.0,1.0,0.0,0.0
0.7941828,0.905,2393.0,8.86489,6397.0,4.16,1.55,0.0,0.0,0.0,0.0
24.13861,3.214,1238.5,10.22,4970.0,4.246,1.314,0.0,0.0,0.0,0.0
7.217010987,4.4215,78714.0,89.71,6047.0,4.246,1.211,0.0,1.0,0.0,0.0
9.977273,2.2583631,459.8525479,0.9617288,3482.0,4.438,0.419457,0.0,0.0,0.0,0.0
9.484994,3.214,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
15.19423359,3.106,367.8,3.69,5588.0,4.047,1.593,0.0,0.0,0.0,0.0
31.71922,3.214,1238.5,3.75,5315.0,4.43,0.87,0.0,0.0,0.0,0.0
17.8552322,7.525823,8831.6711744,14.5976753,6779.2,4.25,1.49114,0.0,0.0,0.0,0.0
12.4239677,16.01,162.4,0.87,4995.0,4.58,0.698,1.0,0.0,1.0,1.0
16.371883638,3.44467,65927.0,70.73,5642.0,4.114,1.415,0.0,1.0,0.0,0.0
27.6666375,6.315,324.0,2.04,5616.0,4.327,1.111,0.0,0.0,0.0,0.0
12.89623554,2.625,426.6,2.55,6072.0,4.51,0.923,0.0,0.0,0.0,0.0
28.51117639,4.5941,1844.6,3.27,4687.0,4.627,0.69,0.0,0.0,0.0,0.0
2.70582,4.968,7500.0,18.4904,6441.6,3.91,2.1,0.0,0.0,0.0,0.0
5.117401517,4.3056,62929.0,28.41,6161.0,4.454,1.053,0.0,1.0,0.0,0.0
15.3419095,2.736,683.0,1.7005,4669.0,4.63,0.69,0.0,0.0,0.0,0.0
9.97748,3.214,1238.5,2.3,6011.0,4.411,1.494,0.0,0.0,0.0,0.0
1.73513619,2.2741,952.6,3.27,5751.0,4.391,1.071,0.0,0.0,0.0,0.0
2.5432595,1.12,21300.0,10.6224,3757.0,4.61,0.66,0.0,0.0,0.0,0.0
28.1696,3.214,1238.5,2.2,5718.0,4.411,0.374,0.0,0.0,0.0,0.0
3.4766506,3.214,1238.5,12.6,5718.0,4.411,0.879,0.0,0.0,0.0,0.0
3.919695,4.027,12270.0,19.0078,6438.0,4.08,1.73,0.0,0.0,0.0,0.0
5.066175,6.2992409,1350.0,7.69012,5868.0,3.57327,2.17,0.0,0.0,0.0,0.0
10.06049,3.214,1238.5,2.64,5503.0,4.45,0.95,0.0,0.0,0.0,0.0
6.1458884,2.808,12900.0,18.4029,7231.0,4.24,1.6,0.0,0.0,0.0,0.0
1.49462,3.214,1238.5,1.8,5718.0,4.411,0.586,0.0,0.0,0.0,0.0
30.5055627,6.967,1773.0,5.65993,6500.6,4.32,1.37,0.0,0.0,0.0,0.0
3.8861815,2.565,5880.0,10.8516,8615.0,4.49,1.39,0.0,0.0,0.0,0.0
2.43142974,2.713,146.6,1.17,5750.0,4.364,0.965,0.0,0.0,1.0,0.0
107.11003503,2.12,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
220.65651253,7.82,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
7.18662,3.214,1238.5,2.58,5718.0,4.411,0.584,0.0,0.0,0.0,0.0
1.319474,3.214,1238.5,16.6,5718.0,4.411,1.54,0.0,0.0,0.0,0.0
1.9769396,3.021,11495.0,15.8982,6440.5,4.12,1.65,0.0,0.0,0.0,0.0
12.99204853,6.0175,270.6,2.03,5765.0,4.236,1.242,0.0,0.0,0.0,0.0
12.7791964,5.242,3008.0,6.85813,6280.0,4.28,1.33,0.0,0.0,0.0,0.0
386.6030528,6.8057,24927.0,41.5,5543.0,4.081,1.58,0.0,1.0,0.0,0.0
10.05467,3.214,1238.5,1.45,5718.0,4.411,0.371,0.0,0.0,0.0,0.0
763.9701133,3.659,28404.0,8.20454,3671.0,4.71,0.53,0.0,0.0,0.0,0.0
5.077746556,3.1718,18837.0,54.93,6174.0,4.235,1.271,0.0,1.0,0.0,0.0
2.4707357,1.597,5560.0,11.779,5869.0,4.1,1.53,0.0,0.0,0.0,0.0
4.0211797,4.198,3500.0,16.4291,4881.0,4.411,2.79,0.0,0.0,0.0,0.0
8.467706136,4.05376,77324.0,43.98,5873.0,4.554,0.843,1.0,0.0,0.0,0.0
223.1127475,8.9683,11539.0,46.33,6211.0,4.389,1.056,0.0,1.0,0.0,0.0
9.5680636,3.982,9400.0,9.53977,6511.0,4.57,0.99,0.0,0.0,0.0,0.0
5.90279,3.214,1238.5,1.28,5503.0,4.45,0.95,0.0,0.0,0.0,0.0
2.289363,3.214,1238.5,1.48,5171.0,4.55,0.8,0.0,0.0,0.0,0.0
58.28819056,21.6014,156160.0,42.57,5463.0,4.353,1.044,0.0,1.0,0.0,0.0
8.121,3.214,1238.5,3.96,5672.0,4.40284,1.04659,0.0,0.0,0.0,0.0
5.0660693,2.042,18438.0,12.5338,5269.0,4.4,1.0,0.0,0.0,0.0,0.0
12.1914558,3.3188127,2625.0570737,4.6131319,5418.0,4.57259,0.840971,0.0,0.0,0.0,0.0
16.7364755,2.151,1147.0,2.73,4334.0,4.618,0.653,0.0,0.0,0.0,0.0
29.5406035,3.382,13065.0,10.9471,6315.0,4.58,0.94,0.0,0.0,0.0,0.0
425.483539,17.856,996.6,3.2,5977.0,4.473,1.022,0.0,0.0,0.0,0.0
1.5235,3.214,1238.5,3.96,5735.72,4.49249,0.950472,0.0,0.0,0.0,0.0
26.723169,8.501,195.0,2.31,5862.0,4.05,1.67,0.0,0.0,0.0,0.0
2.086076372,2.4032,58858.0,1543.74,6124.0,4.265,1.119,0.0,1.0,0.0,0.0
15.2841,3.214,1238.5,1.12,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
1.3797091,2.352,1320.0,22.2329,5924.0,3.68,2.67,0.0,0.0,0.0,0.0
0.566796615,1.999,47.8,0.59,5858.0,4.553,0.849,1.0,0.0,1.0,1.0
4.064628,1.304,3114.0,3.96,6876.0,4.15,1.028,0.0,0.0,0.0,0.0
5.8878118,1.815,9767.0,12.1166,5925.0,4.41,1.08,0.0,0.0,0.0,0.0
9.86869589,2.876,5915.0,21.68,7301.0,4.11,1.717,0.0,1.0,0.0,0.0
9.9616347,2.4648052,1084.4327062,2.2807327,4111.0,4.55528,0.660806,0.0,0.0,0.0,0.0
15.405101,3.214,1238.5,3.96,5910.0,4.145,1.475,0.0,0.0,0.0,0.0
1.018360336,7.622,393970.0,107.0,6160.0,4.144,1.463,0.0,1.0,0.0,0.0
1.9113216,1.167,7400.0,10.1581,4578.0,4.25,1.05,0.0,0.0,0.0,0.0
21.58752788,4.4968,336.8,2.18,6038.0,4.284,1.191,0.0,0.0,0.0,0.0
28.8005547,3.773,7292.0,12.6164,6051.0,4.18,1.44,0.0,0.0,0.0,0.0
2.4257176,2.581,1855.0,8.37058,6658.0,4.05,1.85,0.0,0.0,0.0,0.0
2.6520679,1.53,126188.0,11.2606,3247.0,4.88,0.34,0.0,0.0,0.0,0.0
0.555255,1.622036,23416.400387,18.630967,5591.0,4.38111,1.06168,0.0,0.0,0.0,0.0
0.9965843,2.633,14280.0,6.86149,3662.0,4.67,0.58,0.0,0.0,0.0,0.0
2.392630668,1.3705,101.5,1.33,5716.0,4.343,1.091,0.0,0.0,1.0,0.0
1.540395781,1.6305,173.4,0.94,4955.0,4.592,0.735,0.0,1.0,1.0,1.0
261.684363,3.892,817.0,1.46,4393.0,4.713,0.526,1.0,0.0,0.0,0.0
6.767341062,4.49213,244950.0,52.84,5926.0,4.513,0.843,0.0,1.0,0.0,0.0
14.13175309,4.0136,1033.0,3.02,5616.0,4.564,0.822,0.0,0.0,0.0,0.0
14.353347,3.214,1238.5,2.19,5162.0,4.411,0.79,0.0,0.0,0.0,0.0
3.0566277,2.3926375,12517.5203529,12.5182693,5735.0,4.41,1.03865,0.0,0.0,0.0,0.0
0.565713361,0.954,86.4,0.81,5220.0,4.48,0.881,0.0,0.0,0.0,0.0
8.5926333,3.3859708,885.5569232,2.4974696,5494.0,4.57761,0.835682,0.0,0.0,0.0,0.0
2.5698331,2.412,10411.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
616.34132,12.724,1287.0,2.11,4197.0,4.659,0.588,1.0,0.0,0.0,0.0
22.9221181,8.2,140.3,1.33,5897.0,4.357,1.081,0.0,0.0,0.0,0.0
13.86375,3.214,1238.5,2.592,5010.0,4.6,0.713,0.0,0.0,0.0,0.0
5.3913891,1.995,4086.0,4.28654,5179.0,4.68,0.71,0.0,0.0,0.0,0.0
1.89140138,9.52,557.6,25.67,5504.0,4.466,0.952,0.0,0.0,1.0,0.0
1.480283464,2.486,60.5,0.97,5897.0,4.25,1.259,0.0,0.0,0.0,0.0
62.7356439,10.7925,243700.0,90.12,6211.0,4.127,1.44,0.0,1.0,0.0,0.0
9.1505,2.986,1370.0,11.1497,7719.0,3.74,3.02,0.0,0.0,0.0,0.0
13.4471791,3.0454,1428.2,5.24,6276.0,4.405,1.041,0.0,0.0,0.0,0.0
13.7311,3.214,1238.5,2.04,4136.0,4.791,0.494,0.0,0.0,0.0,0.0
1.953285321,1.67598,1520.3,151.56,6450.0,3.501,3.928,0.0,1.0,0.0,0.0
5.8365098,4.5873679,863.297992,2.2163959,5097.94,4.61197,0.759102,0.0,0.0,0.0,0.0
9.31392071,0.971,163.7,1.25,6032.0,4.485,0.973,0.0,0.0,1.0,0.0
22.05274533,5.5924,13858.0,32.56,5510.0,4.608,0.741,0.0,1.0,0.0,0.0
6.93,3.214,1238.5,2.2,3287.0,4.84,0.298,0.0,0.0,0.0,0.0
7.57299816,2.645,30.2,0.53,5495.0,4.442,0.961,0.0,0.0,0.0,0.0
1.7635881,3.092,6650.0,3.96,7986.1,4.411,1.028,0.0,0.0,0.0,0.0
19.9901,3.214,1238.5,2.81,5718.0,4.411,1.006,0.0,0.0,0.0,0.0
202.18722766,2.77,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
23.4428912,4.392,1623.0,3.02618,4794.4,4.47,0.85,0.0,0.0,0.0,0.0
9.8738839,8.5309023,4750.3264569,10.7705056,6543.5,4.17,1.5187401,0.0,0.0,0.0,0.0
37.078668,4.403,147.4,0.8,5120.0,4.628,0.65,1.0,0.0,0.0,0.0
284.666844,2.752,418.0,8.98,5248.0,3.368,4.413,0.0,0.0,0.0,0.0
31.71922,3.214,1238.5,3.75,5315.0,4.43,0.87,0.0,0.0,0.0,0.0
3.691559,2.720758,16316.0231993,14.7244708,5720.0,4.37355,1.0878299,0.0,0.0,0.0,0.0
84.8062818,9.0006,9936.0,36.51,5735.0,4.525,0.853,0.0,1.0,1.0,0.0
10.8310228,1.516,7728.0,11.3849,5524.8,4.44,0.98,0.0,0.0,0.0,0.0
6.7171913,7.5037208,9138.715071,22.875658,5843.0,3.7177,2.3529,0.0,0.0,0.0,0.0
2.5840753,1.666,1757.0,7.01829,6119.0,4.2,1.4,0.0,0.0,0.0,0.0
10.405998015,6.5036,14489.0,11.23,5746.0,4.393,0.924,0.0,1.0,0.0,0.0
482.8191,10.8504687,6928.144617,6.9087752,5073.0,4.53,0.831915,0.0,0.0,0.0,0.0
1.525924746,1.955,74.1,8.86,5000.0,2.81,10.533,0.0,0.0,1.0,1.0
4.15914806,3.214,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
4.1533998,3.857,6043.0,15.5058,6866.0,3.96,2.11,0.0,0.0,0.0,0.0
2.1301227,2.646,16130.0,3.96,5830.0,4.411,1.028,0.0,0.0,0.0,0.0
11.3775281,12.918,1651.3,82.26,6943.0,4.162,1.66,1.0,0.0,0.0,0.0
75.072964,9.21,74.3,1.09,6443.0,4.325,1.248,0.0,0.0,0.0,0.0
17.276296682,3.94738,10458.0,7.31,4941.0,4.599,0.738,0.0,0.0,0.0,0.0
25.85499978,3.8737,610.5,2.4,6122.0,4.487,0.964,0.0,0.0,0.0,0.0
3.4507193,3.498,2270.0,8.16973,5712.0,3.99,1.7,0.0,0.0,0.0,0.0
0.9466787,1.09,16490.0,14.6661,5707.0,4.39,1.07,0.0,0.0,0.0,0.0
8.2064867,2.9678542,29281.2259569,14.6693181,5236.1,4.55,0.824569,0.0,0.0,0.0,0.0
0.856895349,1.3078,82.2,0.82,6021.0,4.537,0.873,0.0,0.0,1.0,0.0
17.81188,3.214,1238.5,21.6,5554.0,4.494,0.93,0.0,0.0,0.0,0.0
10.94577783,3.0937,532.8,2.84,5888.0,4.342,1.097,0.0,0.0,0.0,0.0
16.996,3.214,1238.5,1.4,5718.0,4.411,0.816,0.0,0.0,0.0,0.0
3.7244324,2.913,6600.0,3.96,7759.0,4.411,1.028,0.0,0.0,0.0,0.0
364.42189,38.14,2498.0,36.37,6047.0,4.47,1.002,1.0,0.0,0.0,0.0
3.83794,3.214,1238.5,1.51,5718.0,4.411,0.809,0.0,0.0,0.0,0.0
22.65117451,3.6895,2250.0,7.62,6968.0,4.31,1.333,0.0,1.0,0.0,0.0
2.0804611,3.608,5260.0,11.5464,6434.0,4.14,1.6,0.0,0.0,0.0,0.0
3.9401791,1.991,13317.0,25.3897,7170.0,4.31,1.51,0.0,0.0,0.0,0.0
4.190948,3.214,1238.5,1.67866113,5582.0,4.62,0.862368,0.0,0.0,0.0,0.0
12.9284553,2.49,297.9,0.64,3578.0,4.893,0.375,0.0,0.0,0.0,0.0
33.46947449,11.8874,164610.0,127.38,5934.0,3.581,3.075,0.0,1.0,0.0,0.0
8.679885,3.214,1238.5,2.56948149,5757.0,4.45,1.008231,0.0,0.0,0.0,0.0
1.9804293,2.802,1830.0,10.1264,6381.0,4.32,1.29,0.0,0.0,0.0,0.0
2.36902,3.214,1238.5,1.70824866,5420.0,4.465,0.92,0.0,0.0,0.0,0.0
1.247121237,9.363,966.7,18.39,4852.0,4.613,0.651,1.0,0.0,1.0,0.0
10.8614163,6.02,64.8,1.01,6339.0,4.454,1.017,0.0,0.0,0.0,0.0
18.372561,4.807,4311.0,8.40725,5822.0,4.09,1.53,0.0,0.0,0.0,0.0
42.363982,3.214,1238.5,7.1178989,5744.0,4.41,1.068173,0.0,0.0,0.0,0.0
41.3701638,29.254,6907.1,59.95,4764.0,2.777,6.883,1.0,0.0,0.0,0.0
5.409,3.214,1238.5,3.96,3949.0,4.411,45.4751,0.0,0.0,0.0,0.0
13.5337579,3.557125,2234.8547566,6.2692929,6309.0,4.23525,1.30032,0.0,0.0,0.0,0.0
14.8626982,3.3250502,8264.2193919,26.5090911,5705.0,3.97,1.73364,0.0,0.0,0.0,0.0
1.12284501,0.95,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
4.176254191,3.6716,1360.1,3.07,4957.0,4.594,0.776,0.0,0.0,0.0,0.0
1.6102435,2.3258711,5442.4785934,16.8320485,6080.2,4.15,1.48651,0.0,0.0,0.0,0.0
5.88836941,1.05,119.9,1.21,6243.0,4.39,1.084,0.0,0.0,0.0,0.0
5.4886518,6.921,4580.0,17.6429,6119.8,3.69,2.54,0.0,0.0,0.0,0.0
4.3905983,2.3792658,8720.9304105,25.8544805,5796.0,4.12,1.96701,0.0,0.0,0.0,0.0
0.566717263,2.6079,18.5,0.43,5544.0,4.438,0.957,0.0,0.0,1.0,1.0
4.6144478,1.8613266,15541.995749,14.103773,5417.0,4.57331,0.831063,0.0,0.0,0.0,0.0
723.8345008,7.382946,3119.2983693,13.1361697,5463.0,3.77778,1.94771,0.0,0.0,0.0,0.0
6.98472143,2.724,90.7,1.19,5839.0,4.279,1.227,0.0,0.0,0.0,0.0
5.9142668,2.661,253.2,1.31,5576.0,4.503,0.829,0.0,0.0,0.0,0.0
1.0271879,0.9889992,863.0912024,1.375524,3406.0,4.82682,0.399822,0.0,0.0,0.0,0.0
5.9577768,4.6924078,12419.1287881,12.4756295,5219.0,4.29,1.12249,0.0,0.0,0.0,0.0
3.4355113,2.11,2580.0,4.18368,4870.0,4.53,0.8,0.0,0.0,0.0,0.0
4.128795314,2.771,154870.0,52.0,5949.0,4.311,1.083,0.0,1.0,0.0,0.0
8.70179611,3.048,304.1,1.37,5295.0,4.548,0.8,0.0,0.0,0.0,0.0
17.042155208,7.80412,55165.0,24.93,6197.0,4.449,1.035,0.0,1.0,0.0,0.0
0.542636318,1.2536,74.6,1.39,5277.0,3.96,1.633,0.0,0.0,1.0,0.0
1.422586,3.214,1238.5,1.291,4836.0,4.55,0.717,0.0,0.0,0.0,0.0
0.635587392,4.7,147.7,28.58,5671.0,4.075,1.608,1.0,0.0,1.0,0.0
4.0492184,2.659,6560.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
3.1290476,3.409295,13426.2063185,16.9082331,5585.0,4.11064,1.4505399,0.0,0.0,0.0,0.0
0.938905082,5.00453,358890.0,205.64,8615.0,3.784,3.003,0.0,1.0,0.0,0.0
5.7694373,3.9249606,4655.9610935,11.9640451,5499.0,4.01,1.5989701,0.0,0.0,0.0,0.0
2.02365,2.585,1710.0,5.96472,6582.0,4.24,1.48,0.0,0.0,0.0,0.0
164.689421,1.847,521.0,2.24,6089.0,4.495,0.95,1.0,0.0,0.0,0.0
4.9056578,3.172,9475.0,9.37482,5989.7,4.47,1.01,0.0,0.0,0.0,0.0
1.097211085,1.6738,38946.0,16.07,3497.0,4.92,0.334,0.0,1.0,0.0,0.0
15.60862948,6.6957,34356.0,39.42,5569.0,4.566,0.829,0.0,1.0,0.0,0.0
10.1346454,3.214,1238.5,3.31,3566.0,4.85,0.4,0.0,0.0,0.0,0.0
4.5620407,2.8521,81.6,2.82,5343.0,3.764,2.506,0.0,0.0,0.0,0.0
0.708563091,6.347,414.5,15.38,5271.0,4.669,0.648,1.0,0.0,1.0,0.0
0.536654028,2.783,41.0,0.67,5887.0,4.421,1.001,1.0,0.0,1.0,1.0
3.356169,1.434,7442.0,11.0376,5941.0,4.41,1.08,0.0,0.0,0.0,0.0
7.37442,3.214,1238.5,2.67,4507.0,4.6,0.68,0.0,0.0,0.0,0.0
0.793663156,0.8244,186.2,1.14,5077.0,4.533,0.825,0.0,1.0,0.0,0.0
16.9616,3.214,1238.5,2.7,5718.0,4.411,1.277,0.0,0.0,0.0,0.0
2.38404983,3.2849,312730.0,66.14,5780.0,4.438,1.0,0.0,1.0,0.0,0.0
10.29767658,6.649,655.5,39.14,5671.0,4.075,1.608,0.0,1.0,1.0,0.0
3.64830183,1.9985,371.7,1.33,4769.0,4.622,0.714,0.0,0.0,0.0,0.0
4.9898664,3.214,1238.5,9.128,6242.0,4.09,1.63,0.0,0.0,0.0,0.0
0.5590256,0.688,660.0,4.22851,5718.0,4.411,1.35,0.0,0.0,0.0,0.0
52.5637056,6.5,1193.0,3.28372,5625.56,4.46798,0.97,0.0,0.0,0.0,0.0
2.1032389,6.4774,24852.0,36.63,5546.0,4.587,0.786,0.0,1.0,1.0,1.0
8.7655468,4.0264463,572.6986983,3.3302665,5707.0,4.21803,1.29921,0.0,0.0,0.0,0.0
14.56594,3.214,1238.5,3.96,3683.0,4.72407,0.515263,0.0,0.0,0.0,0.0
16.168833,3.214,1238.5,3.96,5186.0,3.371,5.653,0.0,0.0,0.0,0.0
0.33759,1.351,529.0,2.96097,7387.0,4.39,1.37,0.0,0.0,0.0,0.0
5.2433865,12.472,65.4,0.75,6011.0,4.522,0.902,1.0,0.0,1.0,1.0
7.002865192,5.90232,349700.0,75.09,6818.0,4.357,1.216,0.0,1.0,0.0,0.0
1.8007935,1.1863073,622.5482076,1.1904014,3704.0,4.77431,0.473702,0.0,0.0,0.0,0.0
3.313358,3.014,6230.0,14.6999,6209.0,3.97,1.87,0.0,0.0,0.0,0.0
12.4260002,30.1966,468.6,2.39,5645.0,4.569,0.817,1.0,0.0,1.0,1.0
2.643528,3.214,1238.5,1.47,5718.0,4.411,0.226,0.0,0.0,0.0,0.0
6.8672313,2.858,732.0,2.31017,5564.0,4.51,0.91,0.0,0.0,0.0,0.0
615.81928,14.93,168.0,1.24,6120.0,4.489,0.955,1.0,0.0,0.0,0.0
2.9264345,3.182,7890.0,6.98436,5121.0,4.57,0.8,0.0,0.0,0.0,0.0
1.4810903,4.1588291,6788.5145388,20.3402421,9435.0,4.11,2.28773,0.0,0.0,0.0,0.0
2.59488443,1.684,592.2,2.36,4748.0,4.526,0.797,0.0,0.0,0.0,0.0
4.169783,3.214,1238.5,2.5,5499.0,4.5,1.0,0.0,0.0,0.0,0.0
4.029803201,4.4301,191070.0,47.58,6024.0,4.385,1.078,0.0,1.0,0.0,0.0
198.6004,3.53,300.8,4.6,5357.0,3.641,2.522,0.0,0.0,0.0,0.0
4.8204512,1.756,1930.0,2.36747,3692.0,4.71598,0.52,0.0,0.0,0.0,0.0
4.0446543,4.735,11170.0,3.96,5172.7,4.411,1.028,0.0,0.0,0.0,0.0
2.02487934,1.621,145.8,1.0,5440.0,4.496,0.825,0.0,0.0,1.0,1.0
13.837814,3.214,1238.5,1.96,4535.0,4.411,0.7,0.0,0.0,0.0,0.0
5.7740318,4.551,4820.0,24.6129,4837.8,4.411,3.19,0.0,0.0,0.0,0.0
3.06555,2.483,2920.0,5.41363,5285.0,4.7,0.71,0.0,0.0,0.0,0.0
18.611957253,4.24721,124830.0,65.5,6492.0,4.32,1.17,0.0,1.0,0.0,0.0
5.113835,2.4556787,1290.3750314,5.6708634,6315.7,4.17,1.50876,0.0,0.0,0.0,0.0
66.1843646,5.155,560.5,2.72,5640.0,4.447,0.978,0.0,0.0,0.0,0.0
33.814176,7.69,222.6,1.49,6122.0,4.471,0.996,0.0,0.0,0.0,0.0
5.1763,3.214,1238.5,1.51234354,5503.0,4.61,0.862285,0.0,0.0,0.0,0.0
4.16056658,2.61,75.8,0.7,5481.0,4.574,0.815,0.0,0.0,0.0,0.0
2.2465076,4.181,4340.0,13.3584,6064.0,3.88,2.03,0.0,0.0,0.0,0.0
1.641114,3.214,1238.5,3.96,8231.0,4.65708,1.10451,0.0,0.0,0.0,0.0
5.0183771,3.218,2500.0,10.7644,5011.2,4.49,2.15,0.0,0.0,0.0,0.0
365.709623,13.553,1033.4,26.93,4787.0,2.629,8.522,1.0,0.0,0.0,0.0
0.8533534,1.2018737,25080.3290695,12.600718,3658.0,4.438,0.608076,0.0,0.0,0.0,0.0
165.739861,24.9393,7343.4,57.54,5019.0,2.99,6.836,0.0,1.0,0.0,0.0
6.64754478,1.961,289.3,1.72,6046.0,4.478,1.007,0.0,0.0,0.0,0.0
0.937406378,1.9515,5079.6,7.09,5480.0,4.529,0.843,0.0,1.0,0.0,0.0
6.0368213,1.984,108361.0,13.3128,3445.0,4.82,0.41,0.0,0.0,0.0,0.0
87.140633,18.11,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
16.7382238,3.529,15139.0,9.09208,4551.0,4.6,0.7,0.0,0.0,0.0,0.0
12.12580644,3.289,327.5,2.5,5500.0,4.218,1.238,0.0,0.0,0.0,0.0
1.2678043,0.893,8549.0,8.74635,5303.0,4.49,0.9,0.0,0.0,0.0,0.0
5.65621,3.214,1238.5,3.13,5718.0,4.411,1.617,0.0,0.0,0.0,0.0
71.10684,6.933,128.4,1.42,6339.0,4.315,1.224,0.0,0.0,0.0,0.0
32.93737167947,3.214,1238.5,2.53362939,3464.0,4.7864,0.444516,0.0,0.0,0.0,0.0
